conversationTitle,tapeNumber,conversationNumber,identifier,startDateTime,endDateTime,startDate,startTime,endDate,endTime,dateCertainty,timeCertainty,participants,description,locationCode,recordingDevice,latitudeEstimated,longitudeEstimated,collection,collectionURL,chronCode,chronRelease,chronReleaseDate,aogpRelease,aogpSegment,digitalAccess,physicalAccess,contactEmail,lastModified
Conversation 434-033,434,33,37-wht-conversation-434-033,1973-05-11T15:40:00-04:00,1973-05-11T15:41:00-04:00,11-May-1973,3:40 PM,11-May-1973,3:41 PM,certain,certain,"Haig, Alexander M., Jr.; Nixon, Richard M. (President);","On May 11, 1973, Alexander M. Haig, Jr. and President Richard M. Nixon met in the President's office in the Old Executive Office Building from 3:40 pm to 3:41 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 434-033 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,Abuse of Governmental Power Release,Segment 0,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 434-034,434,34,37-wht-conversation-434-034,1973-05-11T15:42:00-04:00,1973-05-11T15:42:00-04:00,11-May-1973,3:42 PM,11-May-1973,3:42 PM,certain,certain,"Nixon, Richard M. (President); White House operator;","On May 11, 1973, President Richard M. Nixon and White House operator met in the President's office in the Old Executive Office Building at 3:42 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 434-034 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 434-035,434,35,37-wht-conversation-434-035,1973-05-11T15:42:00-04:00,1973-05-11T15:45:00-04:00,11-May-1973,3:42 PM,11-May-1973,3:45 PM,certain,estimated,"Nixon, Richard M. (President); [Unknown person(s)];","On May 11, 1973, President Richard M. Nixon and unknown person(s) met in the President's office in the Old Executive Office Building at an unknown time between 3:42 pm and 3:45 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 434-035 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 434-036,434,36,37-wht-conversation-434-036,1973-05-11T15:42:00-04:00,1973-05-11T15:45:00-04:00,11-May-1973,3:42 PM,11-May-1973,3:45 PM,certain,estimated,"Nixon, Richard M. (President); [Unknown person(s)];","On May 11, 1973, President Richard M. Nixon and unknown person(s) met in the President's office in the Old Executive Office Building at an unknown time between 3:42 pm and 3:45 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 434-036 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 434-037,434,37,37-wht-conversation-434-037,1973-05-11T15:45:00-04:00,1973-05-11T16:04:00-04:00,11-May-1973,3:45 PM,11-May-1973,4:04 PM,certain,certain,"Nixon, Richard M. (President); Haig, Alexander M., Jr.;","On May 11, 1973, President Richard M. Nixon and Alexander M. Haig, Jr. met in the President's office in the Old Executive Office Building from 3:45 pm to 4:04 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 434-037 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,Abuse of Governmental Power Release,Segment 0,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 434-038,434,38,37-wht-conversation-434-038,1973-05-09T18:17:00-04:00,1973-05-09T18:35:00-04:00,9-May-1973,6:17 PM,9-May-1973,6:35 PM,certain,estimated,"Nixon, Richard M. (President); [Unknown person(s)];","On May 9, 1973, President Richard M. Nixon and unknown person(s) met in the President's office in the Old Executive Office Building at an unknown time between 6:17 pm and 6:35 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 434-038 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-001,435,1,37-wht-conversation-435-001,1973-05-10T12:55:00-04:00,1973-05-10T14:45:00-04:00,10-May-1973,12:55 PM,10-May-1973,2:45 PM,certain,estimated,"Nixon, Richard M. (President); [Unknown person(s)];","On May 10, 1973, President Richard M. Nixon and unknown person(s) met in the President's office in the Old Executive Office Building at an unknown time between 12:55 pm and 2:45 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-001 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-002,435,2,37-wht-conversation-435-002,1973-05-10T12:55:00-04:00,1973-05-10T14:45:00-04:00,10-May-1973,12:55 PM,10-May-1973,2:45 PM,certain,estimated,"Nixon, Richard M. (President); [Unknown person(s)];","On May 10, 1973, President Richard M. Nixon and unknown person(s) met in the President's office in the Old Executive Office Building at an unknown time between 12:55 pm and 2:45 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-002 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-003,435,3,37-wht-conversation-435-003,1973-05-10T14:45:00-04:00,1973-05-10T14:49:00-04:00,10-May-1973,2:45 PM,10-May-1973,2:49 PM,certain,estimated,"Nixon, Richard M. (President); Sanchez, Manolo;","On May 10, 1973, President Richard M. Nixon and Manolo Sanchez met in the President's office in the Old Executive Office Building at an unknown time between 2:45 pm and 2:49 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-003 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-004,435,4,37-wht-conversation-435-004,1973-05-10T14:45:00-04:00,1973-05-10T14:49:00-04:00,10-May-1973,2:45 PM,10-May-1973,2:49 PM,certain,estimated,"Nixon, Richard M. (President); Sanchez, Manolo;","On May 10, 1973, President Richard M. Nixon and Manolo Sanchez met in the President's office in the Old Executive Office Building at an unknown time between 2:45 pm and 2:49 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-004 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-005,435,5,37-wht-conversation-435-005,1973-05-10T14:45:00-04:00,1973-05-10T14:49:00-04:00,10-May-1973,2:45 PM,10-May-1973,2:49 PM,certain,estimated,"Nixon, Richard M. (President); White House operator;","On May 10, 1973, President Richard M. Nixon and White House operator met in the President's office in the Old Executive Office Building at an unknown time between 2:45 pm and 2:49 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-005 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-006,435,6,37-wht-conversation-435-006,1973-05-10T14:49:00-04:00,1973-05-10T14:51:00-04:00,10-May-1973,2:49 PM,10-May-1973,2:51 PM,certain,certain,"Nixon, Richard M. (President); Haig, Alexander M., Jr.;","On May 10, 1973, President Richard M. Nixon and Alexander M. Haig, Jr. met in the President's office in the Old Executive Office Building from 2:49 pm to 2:51 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-006 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-007,435,7,37-wht-conversation-435-007,1973-05-10T14:51:00-04:00,1973-05-10T14:56:00-04:00,10-May-1973,2:51 PM,10-May-1973,2:56 PM,certain,estimated,"Nixon, Richard M. (President); White House operator;","On May 10, 1973, President Richard M. Nixon and White House operator met in the President's office in the Old Executive Office Building at an unknown time between 2:51 pm and 2:56 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-007 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-008,435,8,37-wht-conversation-435-008,1973-05-10T14:56:00-04:00,1973-05-10T15:00:00-04:00,10-May-1973,2:56 PM,10-May-1973,3:00 PM,certain,certain,"Nixon, Richard M. (President); Ziegler, Ronald L.;","On May 10, 1973, President Richard M. Nixon and Ronald L. Ziegler met in the President's office in the Old Executive Office Building from 2:56 pm to 3:00 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-008 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-009,435,9,37-wht-conversation-435-009,1973-05-10T15:00:00-04:00,1973-05-10T15:02:00-04:00,10-May-1973,3:00 PM,10-May-1973,3:02 PM,certain,estimated,"Nixon, Richard M. (President); White House operator;","On May 10, 1973, President Richard M. Nixon and White House operator met in the President's office in the Old Executive Office Building at an unknown time between 3:00 pm and 3:02 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-009 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-010,435,10,37-wht-conversation-435-010,1973-05-10T15:02:00-04:00,1973-05-10T15:05:00-04:00,10-May-1973,3:02 PM,10-May-1973,3:05 PM,certain,certain,"Nixon, Richard M. (President); Rogers, William P.;","On May 10, 1973, President Richard M. Nixon and William P. Rogers met in the President's office in the Old Executive Office Building from 3:02 pm to 3:05 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-010 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-011,435,11,37-wht-conversation-435-011,1973-05-10T15:05:00-04:00,1973-05-10T15:10:00-04:00,10-May-1973,3:05 PM,10-May-1973,3:10 PM,certain,estimated,"Nixon, Richard M. (President); Sanchez, Manolo;","On May 10, 1973, President Richard M. Nixon and Manolo Sanchez met in the President's office in the Old Executive Office Building at an unknown time between 3:05 pm and 3:10 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-011 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-012,435,12,37-wht-conversation-435-012,1973-05-10T15:10:00-04:00,1973-05-10T15:10:00-04:00,10-May-1973,3:10 PM,10-May-1973,3:10 PM,certain,certain,"Nixon, Richard M. (President); White House operator;","On May 10, 1973, President Richard M. Nixon and White House operator met in the President's office in the Old Executive Office Building at 3:10 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-012 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-013,435,13,37-wht-conversation-435-013,1973-05-10T15:10:00-04:00,1973-05-10T15:24:00-04:00,10-May-1973,3:10 PM,10-May-1973,3:24 PM,certain,estimated,"Nixon, Richard M. (President); Sanchez, Manolo;","On May 10, 1973, President Richard M. Nixon and Manolo Sanchez met in the President's office in the Old Executive Office Building at an unknown time between 3:10 pm and 3:24 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-013 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-014,435,14,37-wht-conversation-435-014,1973-05-10T15:10:00-04:00,1973-05-10T15:24:00-04:00,10-May-1973,3:10 PM,10-May-1973,3:24 PM,certain,estimated,"Nixon, Richard M. (President); [Unknown person(s)];","On May 10, 1973, President Richard M. Nixon and unknown person(s) met in the President's office in the Old Executive Office Building at an unknown time between 3:10 pm and 3:24 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-014 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-015,435,15,37-wht-conversation-435-015,1973-05-10T15:10:00-04:00,1973-05-10T15:24:00-04:00,10-May-1973,3:10 PM,10-May-1973,3:24 PM,certain,estimated,"Nixon, Richard M. (President); Bull, Stephen B.;","On May 10, 1973, President Richard M. Nixon and Stephen B. Bull met in the President's office in the Old Executive Office Building at an unknown time between 3:10 pm and 3:24 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-015 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-016,435,16,37-wht-conversation-435-016,1973-05-10T15:24:00-04:00,1973-05-10T15:26:00-04:00,10-May-1973,3:24 PM,10-May-1973,3:26 PM,certain,certain,"Haldeman, H. R. (""Bob""); Nixon, Richard M. (President);","On May 10, 1973, H. R. (""Bob"") Haldeman and President Richard M. Nixon met in the President's office in the Old Executive Office Building from 3:24 pm to 3:26 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-016 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,Abuse of Governmental Power Release,Segment 0,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-017,435,17,37-wht-conversation-435-017,1973-05-10T15:26:00-04:00,1973-05-10T15:30:00-04:00,10-May-1973,3:26 PM,10-May-1973,3:30 PM,certain,estimated,"Nixon, Richard M. (President); Haig, Alexander M., Jr.;","On May 10, 1973, President Richard M. Nixon and Alexander M. Haig, Jr. met in the President's office in the Old Executive Office Building at an unknown time between 3:26 pm and 3:30 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-017 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
Conversation 435-018,435,18,37-wht-conversation-435-018,1973-05-10T15:26:00-04:00,1973-05-10T15:30:00-04:00,10-May-1973,3:26 PM,10-May-1973,3:30 PM,certain,estimated,"Nixon, Richard M. (President); White House operator;","On May 10, 1973, President Richard M. Nixon and White House operator met in the President's office in the Old Executive Office Building at an unknown time between 3:26 pm and 3:30 pm. The Old Executive Office Building taping system captured this recording, which is known as Conversation 435-018 of the White House Tapes.",EOB,Old Executive Office Building,38.897567,-77.039147,"White House Tapes: Sound Recordings of Meetings and Telephone Conversations of the Nixon Administration, 1971-1973",https://catalog.archives.gov/id/597542,5.5,Fifth Chronological Release: Part V,21-Aug-2013,,,"The Nixon Presidential Library and Museum, part of the National Archives and Records Administration, is working to digitize the White House Tapes.  For digitized audio recordings and more information about the White House Tapes, please visit: http://www.nixonlibrary.gov/forresearchers/find/tapes/index.php","Physical copies of White House Tapes conversations may be accessed in two locations: 1) the reading room of the Nixon Presidential Library and Museum in Yorba Linda, California, and 2) the audiovisual reading room of Archives II in College Park, Maryland.",nixon@nara.gov,2015-07-27T13:04:10.235-04:00
